Mã,Tên,Cấp,Mã QH,Quận Huyện,Mã TP,Tỉnh / Thành Phố
27067.0,Phường 15,Phường,768,Quận Phú Nhuận,79,Thành phố Hồ Chí Minh
27070.0,Phường 10,Phường,768,Quận Phú Nhuận,79,Thành phố Hồ Chí Minh
27073.0,Phường 11,Phường,768,Quận Phú Nhuận,79,Thành phố Hồ Chí Minh
27076.0,Phường 17,Phường,768,Quận Phú Nhuận,79,Thành phố Hồ Chí Minh
27085.0,Phường 13,Phường,768,Quận Phú Nhuận,79,Thành phố Hồ Chí Minh
26794.0,Phường Linh Xuân,Phường,769,Thành phố Thủ Đức,79,Thành phố Hồ Chí Minh
26797.0,Phường Bình Chiểu,Phường,769,Thành phố Thủ Đức,79,Thành phố Hồ Chí Minh
26800.0,Phường Linh Trung,Phường,769,Thành phố Thủ Đức,79,Thành phố Hồ Chí Minh
26803.0,Phường Tam Bình,Phường,769,Thành phố Thủ Đức,79,Thành phố Hồ Chí Minh
26806.0,Phường Tam Phú,Phường,769,Thành phố Thủ Đức,79,Thành phố Hồ Chí Minh
26809.0,Phường Hiệp Bình Phước,Phường,769,Thành phố Thủ Đức,79,Thành phố Hồ Chí Minh
26812.0,Phường Hiệp Bình Chánh,Phường,769,Thành phố Thủ Đức,79,Thành phố Hồ Chí Minh
26815.0,Phường Linh Chiểu,Phường,769,Thành phố Thủ Đức,79,Thành phố Hồ Chí Minh
26818.0,Phường Linh Tây,Phường,769,Thành phố Thủ Đức,79,Thành phố Hồ Chí Minh
26821.0,Phường Linh Đông,Phường,769,Thành phố Thủ Đức,79,Thành phố Hồ Chí Minh
26824.0,Phường Bình Thọ,Phường,769,Thành phố Thủ Đức,79,Thành phố Hồ Chí Minh
26827.0,Phường Trường Thọ,Phường,769,Thành phố Thủ Đức,79,Thành phố Hồ Chí Minh
26830.0,Phường Long Bình,Phường,769,Thành phố Thủ Đức,79,Thành phố Hồ Chí Minh
26833.0,Phường Long Thạnh Mỹ,Phường,769,Thành phố Thủ Đức,79,Thành phố Hồ Chí Minh
26836.0,Phường Tân Phú,Phường,769,Thành phố Thủ Đức,79,Thành phố Hồ Chí Minh
26839.0,Phường Hiệp Phú,Phường,769,Thành phố Thủ Đức,79,Thành phố Hồ Chí Minh
26842.0,Phường Tăng Nhơn Phú A,Phường,769,Thành phố Thủ Đức,79,Thành phố Hồ Chí Minh
26845.0,Phường Tăng Nhơn Phú B,Phường,769,Thành phố Thủ Đức,79,Thành phố Hồ Chí Minh
26848.0,Phường Phước Long B,Phường,769,Thành phố Thủ Đức,79,Thành phố Hồ Chí Minh
26851.0,Phường Phước Long A,Phường,769,Thành phố Thủ Đức,79,Thành phố Hồ Chí Minh
26854.0,Phường Trường Thạnh,Phường,769,Thành phố Thủ Đức,79,Thành phố Hồ Chí Minh
26857.0,Phường Long Phước,Phường,769,Thành phố Thủ Đức,79,Thành phố Hồ Chí Minh
26860.0,Phường Long Trường,Phường,769,Thành phố Thủ Đức,79,Thành phố Hồ Chí Minh
26863.0,Phường Phước Bình,Phường,769,Thành phố Thủ Đức,79,Thành phố Hồ Chí Minh
26866.0,Phường Phú Hữu,Phường,769,Thành phố Thủ Đức,79,Thành phố Hồ Chí Minh
27088.0,Phường Thảo Điền,Phường,769,Thành phố Thủ Đức,79,Thành phố Hồ Chí Minh
27091.0,Phường An Phú,Phường,769,Thành phố Thủ Đức,79,Thành phố Hồ Chí Minh
27094.0,Phường An Khánh,Phường,769,Thành phố Thủ Đức,79,Thành phố Hồ Chí Minh
27097.0,Phường Bình Trưng Đông,Phường,769,Thành phố Thủ Đức,79,Thành phố Hồ Chí Minh
27100.0,Phường Bình Trưng Tây,Phường,769,Thành phố Thủ Đức,79,Thành phố Hồ Chí Minh
27109.0,Phường Cát Lái,Phường,769,Thành phố Thủ Đức,79,Thành phố Hồ Chí Minh
27112.0,Phường Thạnh Mỹ Lợi,Phường,769,Thành phố Thủ Đức,79,Thành phố Hồ Chí Minh
27115.0,Phường An Lợi Đông,Phường,769,Thành phố Thủ Đức,79,Thành phố Hồ Chí Minh
27118.0,Phường Thủ Thiêm,Phường,769,Thành phố Thủ Đức,79,Thành phố Hồ Chí Minh
27127.0,Phường 14,Phường,770,Quận 3,79,Thành phố Hồ Chí Minh
27130.0,Phường 12,Phường,770,Quận 3,79,Thành phố Hồ Chí Minh
27133.0,Phường 11,Phường,770,Quận 3,79,Thành phố Hồ Chí Minh
27136.0,Phường 13,Phường,770,Quận 3,79,Thành phố Hồ Chí Minh
27139.0,Phường Võ Thị Sáu,Phường,770,Quận 3,79,Thành phố Hồ Chí Minh
27142.0,Phường 09,Phường,770,Quận 3,79,Thành phố Hồ Chí Minh
27145.0,Phường 10,Phường,770,Quận 3,79,Thành phố Hồ Chí Minh
27148.0,Phường 04,Phường,770,Quận 3,79,Thành phố Hồ Chí Minh
27151.0,Phường 05,Phường,770,Quận 3,79,Thành phố Hồ Chí Minh
27154.0,Phường 03,Phường,770,Quận 3,79,Thành phố Hồ Chí Minh
27157.0,Phường 02,Phường,770,Quận 3,79,Thành phố Hồ Chí Minh
27160.0,Phường 01,Phường,770,Quận 3,79,Thành phố Hồ Chí Minh
27163.0,Phường 15,Phường,771,Quận 10,79,Thành phố Hồ Chí Minh
27166.0,Phường 13,Phường,771,Quận 10,79,Thành phố Hồ Chí Minh
27169.0,Phường 14,Phường,771,Quận 10,79,Thành phố Hồ Chí Minh
27172.0,Phường 12,Phường,771,Quận 10,79,Thành phố Hồ Chí Minh
27175.0,Phường 11,Phường,771,Quận 10,79,Thành phố Hồ Chí Minh
27178.0,Phường 10,Phường,771,Quận 10,79,Thành phố Hồ Chí Minh
27181.0,Phường 09,Phường,771,Quận 10,79,Thành phố Hồ Chí Minh
27184.0,Phường 01,Phường,771,Quận 10,79,Thành phố Hồ Chí Minh
27187.0,Phường 08,Phường,771,Quận 10,79,Thành phố Hồ Chí Minh
27190.0,Phường 02,Phường,771,Quận 10,79,Thành phố Hồ Chí Minh
27193.0,Phường 04,Phường,771,Quận 10,79,Thành phố Hồ Chí Minh
27196.0,Phường 07,Phường,771,Quận 10,79,Thành phố Hồ Chí Minh
27199.0,Phường 05,Phường,771,Quận 10,79,Thành phố Hồ Chí Minh
27202.0,Phường 06,Phường,771,Quận 10,79,Thành phố Hồ Chí Minh
27208.0,Phường 15,Phường,772,Quận 11,79,Thành phố Hồ Chí Minh
27211.0,Phường 05,Phường,772,Quận 11,79,Thành phố Hồ Chí Minh
27214.0,Phường 14,Phường,772,Quận 11,79,Thành phố Hồ Chí Minh
27217.0,Phường 11,Phường,772,Quận 11,79,Thành phố Hồ Chí Minh
27220.0,Phường 03,Phường,772,Quận 11,79,Thành phố Hồ Chí Minh
27223.0,Phường 10,Phường,772,Quận 11,79,Thành phố Hồ Chí Minh
27226.0,Phường 13,Phường,772,Quận 11,79,Thành phố Hồ Chí Minh
27229.0,Phường 08,Phường,772,Quận 11,79,Thành phố Hồ Chí Minh
27232.0,Phường 09,Phường,772,Quận 11,79,Thành phố Hồ Chí Minh
27235.0,Phường 12,Phường,772,Quận 11,79,Thành phố Hồ Chí Minh
27238.0,Phường 07,Phường,772,Quận 11,79,Thành phố Hồ Chí Minh
27241.0,Phường 06,Phường,772,Quận 11,79,Thành phố Hồ Chí Minh
27244.0,Phường 04,Phường,772,Quận 11,79,Thành phố Hồ Chí Minh
27247.0,Phường 01,Phường,772,Quận 11,79,Thành phố Hồ Chí Minh
27250.0,Phường 02,Phường,772,Quận 11,79,Thành phố Hồ Chí Minh
27253.0,Phường 16,Phường,772,Quận 11,79,Thành phố Hồ Chí Minh
27259.0,Phường 13,Phường,773,Quận 4,79,Thành phố Hồ Chí Minh
27262.0,Phường 09,Phường,773,Quận 4,79,Thành phố Hồ Chí Minh
27265.0,Phường 06,Phường,773,Quận 4,79,Thành phố Hồ Chí Minh
27268.0,Phường 08,Phường,773,Quận 4,79,Thành phố Hồ Chí Minh
27271.0,Phường 10,Phường,773,Quận 4,79,Thành phố Hồ Chí Minh
27277.0,Phường 18,Phường,773,Quận 4,79,Thành phố Hồ Chí Minh
27280.0,Phường 14,Phường,773,Quận 4,79,Thành phố Hồ Chí Minh
27283.0,Phường 04,Phường,773,Quận 4,79,Thành phố Hồ Chí Minh
27286.0,Phường 03,Phường,773,Quận 4,79,Thành phố Hồ Chí Minh
27289.0,Phường 16,Phường,773,Quận 4,79,Thành phố Hồ Chí Minh
27292.0,Phường 02,Phường,773,Quận 4,79,Thành phố Hồ Chí Minh
27295.0,Phường 15,Phường,773,Quận 4,79,Thành phố Hồ Chí Minh
27298.0,Phường 01,Phường,773,Quận 4,79,Thành phố Hồ Chí Minh
27301.0,Phường 04,Phường,774,Quận 5,79,Thành phố Hồ Chí Minh
27304.0,Phường 09,Phường,774,Quận 5,79,Thành phố Hồ Chí Minh
27307.0,Phường 03,Phường,774,Quận 5,79,Thành phố Hồ Chí Minh
27310.0,Phường 12,Phường,774,Quận 5,79,Thành phố Hồ Chí Minh
27313.0,Phường 02,Phường,774,Quận 5,79,Thành phố Hồ Chí Minh
27316.0,Phường 08,Phường,774,Quận 5,79,Thành phố Hồ Chí Minh
27322.0,Phường 07,Phường,774,Quận 5,79,Thành phố Hồ Chí Minh
27325.0,Phường 01,Phường,774,Quận 5,79,Thành phố Hồ Chí Minh
27328.0,Phường 11,Phường,774,Quận 5,79,Thành phố Hồ Chí Minh
27331.0,Phường 14,Phường,774,Quận 5,79,Thành phố Hồ Chí Minh
27334.0,Phường 05,Phường,774,Quận 5,79,Thành phố Hồ Chí Minh
27337.0,Phường 06,Phường,774,Quận 5,79,Thành phố Hồ Chí Minh
27340.0,Phường 10,Phường,774,Quận 5,79,Thành phố Hồ Chí Minh
27343.0,Phường 13,Phường,774,Quận 5,79,Thành phố Hồ Chí Minh
27346.0,Phường 14,Phường,775,Quận 6,79,Thành phố Hồ Chí Minh
27349.0,Phường 13,Phường,775,Quận 6,79,Thành phố Hồ Chí Minh
27352.0,Phường 09,Phường,775,Quận 6,79,Thành phố Hồ Chí Minh
27355.0,Phường 06,Phường,775,Quận 6,79,Thành phố Hồ Chí Minh
27358.0,Phường 12,Phường,775,Quận 6,79,Thành phố Hồ Chí Minh
27361.0,Phường 05,Phường,775,Quận 6,79,Thành phố Hồ Chí Minh
27364.0,Phường 11,Phường,775,Quận 6,79,Thành phố Hồ Chí Minh
27367.0,Phường 02,Phường,775,Quận 6,79,Thành phố Hồ Chí Minh
27370.0,Phường 01,Phường,775,Quận 6,79,Thành phố Hồ Chí Minh
27373.0,Phường 04,Phường,775,Quận 6,79,Thành phố Hồ Chí Minh
27376.0,Phường 08,Phường,775,Quận 6,79,Thành phố Hồ Chí Minh
27379.0,Phường 03,Phường,775,Quận 6,79,Thành phố Hồ Chí Minh
27382.0,Phường 07,Phường,775,Quận 6,79,Thành phố Hồ Chí Minh
27385.0,Phường 10,Phường,775,Quận 6,79,Thành phố Hồ Chí Minh
27388.0,Phường 08,Phường,776,Quận 8,79,Thành phố Hồ Chí Minh
27391.0,Phường 02,Phường,776,Quận 8,79,Thành phố Hồ Chí Minh
27394.0,Phường 01,Phường,776,Quận 8,79,Thành phố Hồ Chí Minh
27397.0,Phường 03,Phường,776,Quận 8,79,Thành phố Hồ Chí Minh
27400.0,Phường 11,Phường,776,Quận 8,79,Thành phố Hồ Chí Minh
27403.0,Phường 09,Phường,776,Quận 8,79,Thành phố Hồ Chí Minh
27406.0,Phường 10,Phường,776,Quận 8,79,Thành phố Hồ Chí Minh
27409.0,Phường 04,Phường,776,Quận 8,79,Thành phố Hồ Chí Minh
27412.0,Phường 13,Phường,776,Quận 8,79,Thành phố Hồ Chí Minh
27415.0,Phường 12,Phường,776,Quận 8,79,Thành phố Hồ Chí Minh
27418.0,Phường 05,Phường,776,Quận 8,79,Thành phố Hồ Chí Minh
27421.0,Phường 14,Phường,776,Quận 8,79,Thành phố Hồ Chí Minh
27424.0,Phường 06,Phường,776,Quận 8,79,Thành phố Hồ Chí Minh
27427.0,Phường 15,Phường,776,Quận 8,79,Thành phố Hồ Chí Minh
27430.0,Phường 16,Phường,776,Quận 8,79,Thành phố Hồ Chí Minh
27433.0,Phường 07,Phường,776,Quận 8,79,Thành phố Hồ Chí Minh
27436.0,Phường Bình Hưng Hòa,Phường,777,Quận Bình Tân,79,Thành phố Hồ Chí Minh
27439.0,Phường Bình Hưng Hoà A,Phường,777,Quận Bình Tân,79,Thành phố Hồ Chí Minh
27442.0,Phường Bình Hưng Hoà B,Phường,777,Quận Bình Tân,79,Thành phố Hồ Chí Minh
27445.0,Phường Bình Trị Đông,Phường,777,Quận Bình Tân,79,Thành phố Hồ Chí Minh
27448.0,Phường Bình Trị Đông A,Phường,777,Quận Bình Tân,79,Thành phố Hồ Chí Minh
27451.0,Phường Bình Trị Đông B,Phường,777,Quận Bình Tân,79,Thành phố Hồ Chí Minh
27454.0,Phường Tân Tạo,Phường,777,Quận Bình Tân,79,Thành phố Hồ Chí Minh
27457.0,Phường Tân Tạo A,Phường,777,Quận Bình Tân,79,Thành phố Hồ Chí Minh
27460.0,Phường  An Lạc,Phường,777,Quận Bình Tân,79,Thành phố Hồ Chí Minh
27463.0,Phường An Lạc A,Phường,777,Quận Bình Tân,79,Thành phố Hồ Chí Minh
27466.0,Phường Tân Thuận Đông,Phường,778,Quận 7,79,Thành phố Hồ Chí Minh
27469.0,Phường Tân Thuận Tây,Phường,778,Quận 7,79,Thành phố Hồ Chí Minh
27472.0,Phường Tân Kiểng,Phường,778,Quận 7,79,Thành phố Hồ Chí Minh
27475.0,Phường Tân Hưng,Phường,778,Quận 7,79,Thành phố Hồ Chí Minh
27478.0,Phường Bình Thuận,Phường,778,Quận 7,79,Thành phố Hồ Chí Minh
27481.0,Phường Tân Quy,Phường,778,Quận 7,79,Thành phố Hồ Chí Minh
27484.0,Phường Phú Thuận,Phường,778,Quận 7,79,Thành phố Hồ Chí Minh
27487.0,Phường Tân Phú,Phường,778,Quận 7,79,Thành phố Hồ Chí Minh
27490.0,Phường Tân Phong,Phường,778,Quận 7,79,Thành phố Hồ Chí Minh
27493.0,Phường Phú Mỹ,Phường,778,Quận 7,79,Thành phố Hồ Chí Minh
27496.0,Thị trấn Củ Chi,Thị trấn,783,Huyện Củ Chi,79,Thành phố Hồ Chí Minh
27499.0,Xã Phú Mỹ Hưng,Xã,783,Huyện Củ Chi,79,Thành phố Hồ Chí Minh
27502.0,Xã An Phú,Xã,783,Huyện Củ Chi,79,Thành phố Hồ Chí Minh
27505.0,Xã Trung Lập Thượng,Xã,783,Huyện Củ Chi,79,Thành phố Hồ Chí Minh
27508.0,Xã An Nhơn Tây,Xã,783,Huyện Củ Chi,79,Thành phố Hồ Chí Minh
27511.0,Xã Nhuận Đức,Xã,783,Huyện Củ Chi,79,Thành phố Hồ Chí Minh
27514.0,Xã Phạm Văn Cội,Xã,783,Huyện Củ Chi,79,Thành phố Hồ Chí Minh
27517.0,Xã Phú Hòa Đông,Xã,783,Huyện Củ Chi,79,Thành phố Hồ Chí Minh
27520.0,Xã Trung Lập Hạ,Xã,783,Huyện Củ Chi,79,Thành phố Hồ Chí Minh
27523.0,Xã Trung An,Xã,783,Huyện Củ Chi,79,Thành phố Hồ Chí Minh
27526.0,Xã Phước Thạnh,Xã,783,Huyện Củ Chi,79,Thành phố Hồ Chí Minh
27529.0,Xã Phước Hiệp,Xã,783,Huyện Củ Chi,79,Thành phố Hồ Chí Minh
27532.0,Xã Tân An Hội,Xã,783,Huyện Củ Chi,79,Thành phố Hồ Chí Minh
27535.0,Xã Phước Vĩnh An,Xã,783,Huyện Củ Chi,79,Thành phố Hồ Chí Minh
27538.0,Xã Thái Mỹ,Xã,783,Huyện Củ Chi,79,Thành phố Hồ Chí Minh
27541.0,Xã Tân Thạnh Tây,Xã,783,Huyện Củ Chi,79,Thành phố Hồ Chí Minh
27544.0,Xã Hòa Phú,Xã,783,Huyện Củ Chi,79,Thành phố Hồ Chí Minh
27547.0,Xã Tân Thạnh Đông,Xã,783,Huyện Củ Chi,79,Thành phố Hồ Chí Minh
27550.0,Xã Bình Mỹ,Xã,783,Huyện Củ Chi,79,Thành phố Hồ Chí Minh
27553.0,Xã Tân Phú Trung,Xã,783,Huyện Củ Chi,79,Thành phố Hồ Chí Minh
27556.0,Xã Tân Thông Hội,Xã,783,Huyện Củ Chi,79,Thành phố Hồ Chí Minh
27559.0,Thị trấn Hóc Môn,Thị trấn,784,Huyện Hóc Môn,79,Thành phố Hồ Chí Minh
27562.0,Xã Tân Hiệp,Xã,784,Huyện Hóc Môn,79,Thành phố Hồ Chí Minh
27565.0,Xã Nhị Bình,Xã,784,Huyện Hóc Môn,79,Thành phố Hồ Chí Minh
27568.0,Xã Đông Thạnh,Xã,784,Huyện Hóc Môn,79,Thành phố Hồ Chí Minh
27571.0,Xã Tân Thới Nhì,Xã,784,Huyện Hóc Môn,79,Thành phố Hồ Chí Minh
27574.0,Xã Thới Tam Thôn,Xã,784,Huyện Hóc Môn,79,Thành phố Hồ Chí Minh
27577.0,Xã Xuân Thới Sơn,Xã,784,Huyện Hóc Môn,79,Thành phố Hồ Chí Minh
27580.0,Xã Tân Xuân,Xã,784,Huyện Hóc Môn,79,Thành phố Hồ Chí Minh
27583.0,Xã Xuân Thới Đông,Xã,784,Huyện Hóc Môn,79,Thành phố Hồ Chí Minh
27586.0,Xã Trung Chánh,Xã,784,Huyện Hóc Môn,79,Thành phố Hồ Chí Minh
27589.0,Xã Xuân Thới Thượng,Xã,784,Huyện Hóc Môn,79,Thành phố Hồ Chí Minh
27592.0,Xã Bà Điểm,Xã,784,Huyện Hóc Môn,79,Thành phố Hồ Chí Minh
27595.0,Thị trấn Tân Túc,Thị trấn,785,Huyện Bình Chánh,79,Thành phố Hồ Chí Minh
27598.0,Xã Phạm Văn Hai,Xã,785,Huyện Bình Chánh,79,Thành phố Hồ Chí Minh
27601.0,Xã Vĩnh Lộc A,Xã,785,Huyện Bình Chánh,79,Thành phố Hồ Chí Minh
27604.0,Xã Vĩnh Lộc B,Xã,785,Huyện Bình Chánh,79,Thành phố Hồ Chí Minh
27607.0,Xã Bình Lợi,Xã,785,Huyện Bình Chánh,79,Thành phố Hồ Chí Minh
27610.0,Xã Lê Minh Xuân,Xã,785,Huyện Bình Chánh,79,Thành phố Hồ Chí Minh
27613.0,Xã Tân Nhựt,Xã,785,Huyện Bình Chánh,79,Thành phố Hồ Chí Minh
27616.0,Xã Tân Kiên,Xã,785,Huyện Bình Chánh,79,Thành phố Hồ Chí Minh
27619.0,Xã Bình Hưng,Xã,785,Huyện Bình Chánh,79,Thành phố Hồ Chí Minh
27622.0,Xã Phong Phú,Xã,785,Huyện Bình Chánh,79,Thành phố Hồ Chí Minh
27625.0,Xã An Phú Tây,Xã,785,Huyện Bình Chánh,79,Thành phố Hồ Chí Minh
27628.0,Xã Hưng Long,Xã,785,Huyện Bình Chánh,79,Thành phố Hồ Chí Minh
27631.0,Xã Đa Phước,Xã,785,Huyện Bình Chánh,79,Thành phố Hồ Chí Minh
27634.0,Xã Tân Quý Tây,Xã,785,Huyện Bình Chánh,79,Thành phố Hồ Chí Minh
27637.0,Xã Bình Chánh,Xã,785,Huyện Bình Chánh,79,Thành phố Hồ Chí Minh
27640.0,Xã Quy Đức,Xã,785,Huyện Bình Chánh,79,Thành phố Hồ Chí Minh
27643.0,Thị trấn Nhà Bè,Thị trấn,786,Huyện Nhà Bè,79,Thành phố Hồ Chí Minh
27646.0,Xã Phước Kiển,Xã,786,Huyện Nhà Bè,79,Thành phố Hồ Chí Minh
27649.0,Xã Phước Lộc,Xã,786,Huyện Nhà Bè,79,Thành phố Hồ Chí Minh
27652.0,Xã Nhơn Đức,Xã,786,Huyện Nhà Bè,79,Thành phố Hồ Chí Minh
27655.0,Xã Phú Xuân,Xã,786,Huyện Nhà Bè,79,Thành phố Hồ Chí Minh
27658.0,Xã Long Thới,Xã,786,Huyện Nhà Bè,79,Thành phố Hồ Chí Minh
27661.0,Xã Hiệp Phước,Xã,786,Huyện Nhà Bè,79,Thành phố Hồ Chí Minh
27664.0,Thị trấn Cần Thạnh,Thị trấn,787,Huyện Cần Giờ,79,Thành phố Hồ Chí Minh
27667.0,Xã Bình Khánh,Xã,787,Huyện Cần Giờ,79,Thành phố Hồ Chí Minh
27670.0,Xã Tam Thôn Hiệp,Xã,787,Huyện Cần Giờ,79,Thành phố Hồ Chí Minh
27673.0,Xã An Thới Đông,Xã,787,Huyện Cần Giờ,79,Thành phố Hồ Chí Minh
27676.0,Xã Thạnh An,Xã,787,Huyện Cần Giờ,79,Thành phố Hồ Chí Minh
27679.0,Xã Long Hòa,Xã,787,Huyện Cần Giờ,79,Thành phố Hồ Chí Minh
27682.0,Xã Lý Nhơn,Xã,787,Huyện Cần Giờ,79,Thành phố Hồ Chí Minh
27685.0,Phường 5,Phường,794,Thành phố Tân An,80,Tỉnh Long An
27688.0,Phường 2,Phường,794,Thành phố Tân An,80,Tỉnh Long An
27691.0,Phường 4,Phường,794,Thành phố Tân An,80,Tỉnh Long An
27692.0,Phường Tân Khánh,Phường,794,Thành phố Tân An,80,Tỉnh Long An
27694.0,Phường 1,Phường,794,Thành phố Tân An,80,Tỉnh Long An
27697.0,Phường 3,Phường,794,Thành phố Tân An,80,Tỉnh Long An
27698.0,Phường 7,Phường,794,Thành phố Tân An,80,Tỉnh Long An
27700.0,Phường 6,Phường,794,Thành phố Tân An,80,Tỉnh Long An
27703.0,Xã Hướng Thọ Phú,Xã,794,Thành phố Tân An,80,Tỉnh Long An
27706.0,Xã Nhơn Thạnh Trung,Xã,794,Thành phố Tân An,80,Tỉnh Long An
27709.0,Xã Lợi Bình Nhơn,Xã,794,Thành phố Tân An,80,Tỉnh Long An
27712.0,Xã Bình Tâm,Xã,794,Thành phố Tân An,80,Tỉnh Long An
27715.0,Phường Khánh Hậu,Phường,794,Thành phố Tân An,80,Tỉnh Long An
27718.0,Xã An Vĩnh Ngãi,Xã,794,Thành phố Tân An,80,Tỉnh Long An
27787.0,Phường 1,Phường,795,Thị xã Kiến Tường,80,Tỉnh Long An
27788.0,Phường 2,Phường,795,Thị xã Kiến Tường,80,Tỉnh Long An
27790.0,Xã Thạnh Trị,Xã,795,Thị xã Kiến Tường,80,Tỉnh Long An
27793.0,Xã Bình Hiệp,Xã,795,Thị xã Kiến Tường,80,Tỉnh Long An
27799.0,Xã Bình Tân,Xã,795,Thị xã Kiến Tường,80,Tỉnh Long An
27805.0,Xã Tuyên Thạnh,Xã,795,Thị xã Kiến Tường,80,Tỉnh Long An
27806.0,Phường 3,Phường,795,Thị xã Kiến Tường,80,Tỉnh Long An
27817.0,Xã Thạnh Hưng,Xã,795,Thị xã Kiến Tường,80,Tỉnh Long An
27721.0,Thị trấn Tân Hưng,Thị trấn,796,Huyện Tân Hưng,80,Tỉnh Long An
27724.0,Xã Hưng Hà,Xã,796,Huyện Tân Hưng,80,Tỉnh Long An
27727.0,Xã Hưng Điền B,Xã,796,Huyện Tân Hưng,80,Tỉnh Long An
27730.0,Xã Hưng Điền,Xã,796,Huyện Tân Hưng,80,Tỉnh Long An
27733.0,Xã Thạnh Hưng,Xã,796,Huyện Tân Hưng,80,Tỉnh Long An
27736.0,Xã Hưng Thạnh,Xã,796,Huyện Tân Hưng,80,Tỉnh Long An
27739.0,Xã Vĩnh Thạnh,Xã,796,Huyện Tân Hưng,80,Tỉnh Long An
27742.0,Xã Vĩnh Châu B,Xã,796,Huyện Tân Hưng,80,Tỉnh Long An
27745.0,Xã Vĩnh Lợi,Xã,796,Huyện Tân Hưng,80,Tỉnh Long An
27748.0,Xã Vĩnh Đại,Xã,796,Huyện Tân Hưng,80,Tỉnh Long An
27751.0,Xã Vĩnh Châu A,Xã,796,Huyện Tân Hưng,80,Tỉnh Long An
27754.0,Xã Vĩnh Bửu,Xã,796,Huyện Tân Hưng,80,Tỉnh Long An
27757.0,Thị trấn Vĩnh Hưng,Thị trấn,797,Huyện Vĩnh Hưng,80,Tỉnh Long An
27760.0,Xã Hưng Điền A,Xã,797,Huyện Vĩnh Hưng,80,Tỉnh Long An
27763.0,Xã Khánh Hưng,Xã,797,Huyện Vĩnh Hưng,80,Tỉnh Long An
27766.0,Xã Thái Trị,Xã,797,Huyện Vĩnh Hưng,80,Tỉnh Long An
27769.0,Xã Vĩnh Trị,Xã,797,Huyện Vĩnh Hưng,80,Tỉnh Long An
27772.0,Xã Thái Bình Trung,Xã,797,Huyện Vĩnh Hưng,80,Tỉnh Long An
27775.0,Xã Vĩnh Bình,Xã,797,Huyện Vĩnh Hưng,80,Tỉnh Long An
27778.0,Xã Vĩnh Thuận,Xã,797,Huyện Vĩnh Hưng,80,Tỉnh Long An
27781.0,Xã Tuyên Bình,Xã,797,Huyện Vĩnh Hưng,80,Tỉnh Long An
27784.0,Xã Tuyên Bình Tây,Xã,797,Huyện Vĩnh Hưng,80,Tỉnh Long An
27796.0,Xã Bình Hòa Tây,Xã,798,Huyện Mộc Hóa,80,Tỉnh Long An
27802.0,Xã Bình Thạnh,Xã,798,Huyện Mộc Hóa,80,Tỉnh Long An
27808.0,Xã Bình Hòa Trung,Xã,798,Huyện Mộc Hóa,80,Tỉnh Long An
27811.0,Xã Bình Hòa Đông,Xã,798,Huyện Mộc Hóa,80,Tỉnh Long An
27814.0,Thị trấn Bình Phong Thạnh,Thị trấn,798,Huyện Mộc Hóa,80,Tỉnh Long An
27820.0,Xã Tân Lập,Xã,798,Huyện Mộc Hóa,80,Tỉnh Long An
27823.0,Xã Tân Thành,Xã,798,Huyện Mộc Hóa,80,Tỉnh Long An
27826.0,Thị trấn Tân Thạnh,Thị trấn,799,Huyện Tân Thạnh,80,Tỉnh Long An
27829.0,Xã Bắc Hòa,Xã,799,Huyện Tân Thạnh,80,Tỉnh Long An
27832.0,Xã Hậu Thạnh Tây,Xã,799,Huyện Tân Thạnh,80,Tỉnh Long An
27835.0,Xã Nhơn Hòa Lập,Xã,799,Huyện Tân Thạnh,80,Tỉnh Long An
27838.0,Xã Tân Lập,Xã,799,Huyện Tân Thạnh,80,Tỉnh Long An
27841.0,Xã Hậu Thạnh Đông,Xã,799,Huyện Tân Thạnh,80,Tỉnh Long An
27844.0,Xã Nhơn Hoà,Xã,799,Huyện Tân Thạnh,80,Tỉnh Long An
27847.0,Xã Kiến Bình,Xã,799,Huyện Tân Thạnh,80,Tỉnh Long An
27850.0,Xã Tân Thành,Xã,799,Huyện Tân Thạnh,80,Tỉnh Long An
27853.0,Xã Tân Bình,Xã,799,Huyện Tân Thạnh,80,Tỉnh Long An
27856.0,Xã Tân Ninh,Xã,799,Huyện Tân Thạnh,80,Tỉnh Long An
27859.0,Xã Nhơn Ninh,Xã,799,Huyện Tân Thạnh,80,Tỉnh Long An
27862.0,Xã Tân Hòa,Xã,799,Huyện Tân Thạnh,80,Tỉnh Long An
27865.0,Thị trấn Thạnh Hóa,Thị trấn,800,Huyện Thạnh Hóa,80,Tỉnh Long An
27868.0,Xã Tân Hiệp,Xã,800,Huyện Thạnh Hóa,80,Tỉnh Long An
27871.0,Xã Thuận Bình,Xã,800,Huyện Thạnh Hóa,80,Tỉnh Long An
27874.0,Xã Thạnh Phước,Xã,800,Huyện Thạnh Hóa,80,Tỉnh Long An
27877.0,Xã Thạnh Phú,Xã,800,Huyện Thạnh Hóa,80,Tỉnh Long An
27880.0,Xã Thuận Nghĩa Hòa,Xã,800,Huyện Thạnh Hóa,80,Tỉnh Long An
27883.0,Xã Thủy Đông,Xã,800,Huyện Thạnh Hóa,80,Tỉnh Long An
27886.0,Xã Thủy Tây,Xã,800,Huyện Thạnh Hóa,80,Tỉnh Long An
